Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
MU,1127.67,Put,1000,2026-07-02T16:30:00-05:00,14,"42.25 x 80","43.30 x 2",42.15,455,bid,1917800,2878,825,112.94%,-0.2548537835,AUTO,N/A,"11:11:18 ET"
MU,1098.7802,Put,550,2026-12-18T16:30:00-06:00,183,"38.90 x 107","39.70 x 163",39.7,479,ask,1901600,10301,15279,96.88%,-0.084410068,AUTO,N/A,"09:50:52 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"41.65 x 36","42.50 x 92",42.06,441,mid,1854800,11876,825,112.10%,-0.2527511807,SLAN,N/A,"11:23:43 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"42.05 x 42","43.40 x 1",42.05,438,bid,1841700,11876,825,112.10%,-0.2527511807,AUTO,N/A,"11:24:01 ET"
MU,1110.5699,Put,1000,2026-06-26T16:30:00-05:00,8,"36.90 x 45","38.35 x 1",36.9,496,bid,1830200,7081,4521,129.94%,-0.25947309,AUTO,N/A,"09:46:23 ET"
MU,1110.5699,Put,550,2026-12-18T16:30:00-06:00,183,"39.35 x 99","40.15 x 24",40.3,438,ask,1765100,9266,15279,97.83%,-0.083058937,AUTO,N/A,"09:48:40 ET"
MU,1141.6591,Put,1100,2026-06-26T16:30:00-05:00,8,"61.55 x 29","62.25 x 10",62.04,283,mid,1755700,9687,444,122.75%,-0.3824465418,MLAT,N/A,"14:58:23 ET"
MU,1125.215,Put,1000,2026-07-02T16:30:00-05:00,14,"43.65 x 169","44.45 x 160",44.45,390,ask,1733500,18806,825,113.63%,-0.2588757448,AUTO,N/A,"12:19:42 ET"
MU,1127.67,Put,1000,2026-07-02T16:30:00-05:00,14,"41.95 x 88","43.35 x 49",41.95,411,bid,1724100,2878,825,112.94%,-0.2548537835,AUTO,N/A,"11:11:41 ET"
MU,1128.48,Put,1000,2026-06-26T16:30:00-05:00,8,"28.45 x 71","29.40 x 2",29.45,574,ask,1690400,10961,4521,122.54%,-0.2233661749,AUTO,N/A,"11:24:00 ET"
MU,1128.08,Put,1000,2026-06-26T16:30:00-05:00,8,"29.85 x 1","30.00 x 1",30.02,554,ask,1663100,15049,4521,125.25%,-0.2276946834,SLAN,N/A,"11:26:56 ET"
MU,1110.5699,Put,550,2026-12-18T16:30:00-06:00,183,"39.50 x 1","39.80 x 301",39.8,409,ask,1627800,9266,15279,97.83%,-0.083058937,AUTO,N/A,"09:49:35 ET"
MU,1132.63,Call,1200,2026-06-26T16:30:00-05:00,8,"56.00 x 22","56.60 x 2",56,288,bid,1612800,10614,5403,123.22%,0.41243521004678,AUTO,N/A,"15:58:44 ET"
MU,1124.7399,Put,650,2026-06-26T16:30:00-05:00,8,"1.70 x 41","2.00 x 22",2,8000,ask,1600000,9130,1479,183.86%,-0.0156541907,SLFT,BuyToOpen,"10:46:07 ET"
MU,1101.1401,Put,1000,2026-06-26T16:30:00-05:00,8,"39.50 x 14","39.55 x 43",39.98,400,ask,1599100,3873,4521,128.12%,-0.2721020206,MLET,N/A,"09:44:50 ET"
MU,1123.8199,Put,650,2026-06-26T16:30:00-05:00,8,"2.15 x 240","2.22 x 19",2.2,7000,mid,1540000,23974,1479,189.04%,-0.0179183198,SLFT,N/A,"12:15:16 ET"
MU,1129.8149,Put,650,2026-06-26T16:30:00-05:00,8,"1.89 x 48","2.20 x 18",2.2,6999,ask,1539700,16864,1479,187.24%,-0.0163630693,SLFT,N/A,"12:11:35 ET"
MU,1104.87,Put,550,2026-12-18T16:30:00-06:00,183,"38.75 x 1","39.90 x 47",39.95,372,ask,1486100,4214,15279,96.47%,-0.0827118969,AUTO,N/A,"09:31:57 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"41.30 x 88","42.70 x 102",41.5,349,mid,1448300,11876,825,112.10%,-0.2527511807,SLAN,N/A,"11:25:06 ET"
MU,1115.9351,Call,1350,2026-06-26T16:30:00-05:00,8,"20.00 x 66","20.95 x 16",20.48,700,mid,1433600,1850,493,129.16%,0.18506848665936,MLET,N/A,"10:18:51 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"41.30 x 57","42.70 x 72",41.3,335,bid,1383500,11876,825,112.10%,-0.2527511807,AUTO,N/A,"11:25:06 ET"
MU,1125,Put,1000,2026-07-02T16:30:00-05:00,14,"42.40 x 2","42.20 x 67",42.15,325,bid,1369800,13436,825,113.31%,-0.2587620411,AUTO,N/A,"11:31:51 ET"
MU,1134.0001,Put,725,2026-06-26T16:30:00-05:00,8,"2.86 x 71","3.50 x 54",3.3,4100,mid,1353000,5110,664,167.62%,-0.0268265018,SLFT,ToOpen,"13:35:19 ET"
MU,1101.1401,Put,1000,2026-06-26T16:30:00-05:00,8,"39.60 x 6","41.00 x 60",39.55,337,bid,1332800,3873,4521,128.12%,-0.2721020206,AUTO,N/A,"09:44:48 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"40.85 x 33","42.25 x 4",42.3,312,ask,1319700,11876,825,112.10%,-0.2527511807,AUTO,N/A,"11:24:50 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"42.55 x 6","43.50 x 94",42.56,300,mid,1276800,11876,825,112.10%,-0.2527511807,SLAN,N/A,"11:23:12 ET"
MU,1104.87,Put,550,2026-12-18T16:30:00-06:00,183,"38.65 x 57","39.90 x 68",39.9,313,ask,1248800,4214,15279,96.47%,-0.0827118969,AUTO,N/A,"09:31:57 ET"
MU,1115.9351,Put,550,2026-12-18T16:30:00-06:00,183,"38.40 x 6","39.30 x 5",39.14,312,mid,1221100,10929,15279,97.22%,-0.0813272178,MLET,N/A,"10:18:58 ET"
MU,1130.37,Put,980,2026-06-26T16:30:00-05:00,8,"24.55 x 63","25.00 x 488",25,488,ask,1220000,1197,646,125.20%,-0.1930628699,AUTO,N/A,"12:40:19 ET"
MU,1129.8149,Call,1100,2026-06-18T16:30:00-05:00,0,"31.65 x 37","32.00 x 364",32,378,ask,1209600,16045,9499,49.17%,0.85617725733414,AUTO,N/A,"12:11:30 ET"
MU,1115.9351,Put,550,2026-12-18T16:30:00-06:00,183,"38.35 x 63","39.30 x 5",38.4,312,mid,1198000,10929,15279,97.22%,-0.0813272178,AUTO,N/A,"10:18:58 ET"
MU,1126.6,Put,550,2026-06-26T16:30:00-05:00,8,"0.96 x 48","1.10 x 40",1.1,10748,ask,1182200,14205,1516,215.23%,-0.0079400287,SLFT,BuyToOpen,"12:02:44 ET"
MU,1128.48,Put,1000,2026-07-02T16:30:00-05:00,14,"40.85 x 141","42.15 x 90",42.15,279,ask,1175900,11876,825,112.10%,-0.2527511807,AUTO,N/A,"11:24:52 ET"
MU,1110.5699,Put,1000,2026-06-26T16:30:00-05:00,8,"37.20 x 2","38.55 x 85",37.2,303,bid,1127100,7081,4521,129.94%,-0.25947309,SLAN,N/A,"09:46:03 ET"
MU,1101.1401,Put,1000,2026-06-26T16:30:00-05:00,8,"38.85 x 24","40.40 x 81",38.95,284,mid,1106100,3873,4521,128.12%,-0.2721020206,SLAN,N/A,"09:45:13 ET"
MU,1128.45,Call,1100,2026-06-18T16:30:00-05:00,0,"30.85 x 51","32.40 x 58",32,341,mid,1091200,15049,9499,53.21%,0.82661833706752,SLAN,N/A,"12:08:18 ET"
MU,1136.4,Put,980,2026-06-26T16:30:00-05:00,8,"23.50 x 434","24.05 x 122",23.5,434,bid,1019900,1728,646,125.24%,-0.1853454605,AUTO,N/A,"13:52:25 ET"
MU,1129.8149,Call,1100,2026-06-18T16:30:00-05:00,0,"31.70 x 1","32.50 x 58",32,279,mid,892800,16045,9499,49.17%,0.85617725733414,SLAN,N/A,"12:10:10 ET"
MU,1107.076,Put,500,2026-12-18T16:30:00-06:00,183,"28.80 x 135","30.40 x 183",29.64,300,mid,889200,327,2006,98.36%,-0.0650588416,MLET,N/A,"10:01:37 ET"
MU,1128.08,Put,1000,2026-06-26T16:30:00-05:00,8,"29.85 x 1","30.00 x 1",30.05,283,ask,850400,15049,4521,125.25%,-0.2276946834,SLAN,N/A,"11:26:56 ET"
MU,1104.87,Put,960,2026-06-26T16:30:00-05:00,8,"27.00 x 300","28.30 x 9",27,300,bid,810000,303,880,131.58%,-0.2053678474,AUTO,N/A,"09:31:39 ET"
MU,1098.589,Put,1100,2026-06-18T16:30:00-05:00,0,"20.40 x 94","21.00 x 75",21,385,ask,808500,2459,1483,84.97%,-0.5020787207,AUTO,N/A,"09:40:21 ET"
MU,1124.4,Call,1100,2026-06-18T16:30:00-05:00,0,"28.00 x 1","28.45 x 54",28.23,280,mid,790400,11492,9499,55.15%,0.78331745386417,MLET,N/A,"10:41:13 ET"
MU,1141.6591,Put,1000,2026-06-26T16:30:00-05:00,8,"27.00 x 43","27.75 x 91",27.31,283,mid,772800,20706,4521,125.22%,-0.2086390108,MLAT,N/A,"14:58:23 ET"
MU,1114.77,Call,1130,2026-06-18T16:30:00-05:00,0,"13.85 x 6","14.15 x 13",14.08,500,mid,704000,6794,2161,65.94%,0.35339891404378,MLET,N/A,"10:26:09 ET"
MU,1107.8101,Call,1100,2026-06-18T16:30:00-05:00,0,"19.55 x 21","19.60 x 56",19.6,345,ask,676200,8177,9499,74.41%,0.58115272186819,AUTO,N/A,"09:56:31 ET"
MU,1129.8138,Put,620,2026-07-17T16:30:00-05:00,29,"6.30 x 85","6.70 x 17",6.7,1000,ask,670000,8043,3330,130.73%,-0.0343914571,TLFT,N/A,"13:15:55 ET"
MU,1114.77,Call,1115,2026-06-18T16:30:00-05:00,0,"16.20 x 53","16.95 x 51",16.2,391,bid,633400,5681,472,66.80%,0.50566094676552,AUTO,N/A,"10:29:02 ET"
MU,1139.8635,Call,1120,2026-06-18T16:30:00-05:00,0,"21.00 x 7","21.05 x 298",21,298,bid,625800,15540,1697,36.33%,0.82788623637922,AUTO,N/A,"14:01:25 ET"
MU,1098.7802,Call,1100,2026-06-18T16:30:00-05:00,0,"17.15 x 88","18.20 x 113",17.68,348,mid,615200,7075,9499,84.16%,0.49947911500596,MLAT,N/A,"09:55:06 ET"
MU,1124.4,Call,1130,2026-06-18T16:30:00-05:00,0,"11.20 x 66","11.85 x 58",11.53,520,mid,599500,8074,2161,61.44%,0.4456475760613,MLET,N/A,"10:41:13 ET"
MU,1129.8149,Call,1115,2026-06-18T16:30:00-05:00,0,"19.45 x 28","20.00 x 297",20,297,ask,594000,8593,472,46.24%,0.71412729693539,AUTO,N/A,"12:11:58 ET"
MU,1139.8635,Call,1120,2026-06-18T16:30:00-05:00,0,"19.40 x 91","19.45 x 1",19.4,298,bid,578100,15540,1697,36.33%,0.82788623637922,AUTO,N/A,"13:59:44 ET"
MU,1129.8138,Call,1115,2026-06-18T16:30:00-05:00,0,"18.65 x 85","19.00 x 17",19,299,ask,568100,11377,472,42.95%,0.7280720501257,AUTO,N/A,"13:12:28 ET"
MU,1110.09,Put,900,2026-06-26T16:30:00-05:00,8,"14.00 x 7","14.20 x 12",14.1,400,mid,564000,8032,9715,132.47%,-0.1206906401,MLAT,N/A,"10:07:18 ET"
MU,1126.6,Call,1115,2026-06-18T16:30:00-05:00,0,"18.55 x 54","19.00 x 4",18.65,299,mid,557600,7935,472,50.02%,0.66092351749872,AUTO,N/A,"12:00:53 ET"
MU,1128.8051,Call,1115,2026-06-18T16:30:00-05:00,0,"18.55 x 296","18.80 x 21",18.55,296,bid,549000,10183,472,39.66%,0.72980594376969,AUTO,N/A,"12:49:36 ET"
MU,1129.83,Call,1115,2026-06-18T16:30:00-05:00,0,"17.60 x 299","17.90 x 42",17.6,299,bid,526200,11044,472,41.08%,0.73707308820046,AUTO,N/A,"13:11:36 ET"
MU,1143.72,Put,650,2026-06-26T16:30:00-05:00,8,"2.05 x 1","2.15 x 19",2.2,2350,ask,517000,49719,1479,192.08%,-0.0165142704,SLFT,N/A,"14:48:53 ET"
MU,1128.015,Call,1125,2026-06-18T16:30:00-05:00,0,"10.95 x 11","11.50 x 456",11.5,449,ask,516300,10118,1341,36.50%,0.56187266798347,AUTO,N/A,"12:47:26 ET"
MU,1110.09,Put,890,2026-06-26T16:30:00-05:00,8,"12.65 x 4","13.15 x 95",12.9,400,mid,516000,1240,805,133.53%,-0.1111605091,MLAT,N/A,"10:07:18 ET"
MU,1110.09,Put,890,2026-06-26T16:30:00-05:00,8,"12.60 x 57","13.30 x 60",12.95,392,mid,507600,1240,805,133.53%,-0.1111605091,MLAT,N/A,"10:06:37 ET"
MU,1110.5699,Call,1130,2026-06-18T16:30:00-05:00,0,"9.50 x 24","10.00 x 479",10,500,ask,500000,1753,2161,75.56%,0.33733465687093,AUTO,N/A,"09:50:00 ET"
MU,1128.98,Put,1100,2026-06-18T16:30:00-05:00,0,"5.55 x 899","5.75 x 23",5.55,899,bid,498900,8792,1483,68.18%,-0.2253570406,AUTO,N/A,"10:56:53 ET"
MU,1130.37,Call,1120,2026-06-18T16:30:00-05:00,0,"12.90 x 21","13.45 x 75",13.1,380,mid,497800,13847,1697,42.53%,0.66733614495493,MLFT,N/A,"12:39:30 ET"
MU,1127.83,Call,1115,2026-06-18T16:30:00-05:00,0,"16.20 x 31","16.50 x 297",16.5,297,ask,490000,10742,472,42.42%,0.7035087899635,AUTO,N/A,"13:07:20 ET"
MU,1130.37,Call,1125,2026-06-18T16:30:00-05:00,0,"10.55 x 22","11.00 x 91",10.92,448,mid,489200,9529,1341,41.24%,0.59386080749908,SLAN,N/A,"12:42:10 ET"
MU,1124.4,Call,1120,2026-06-18T16:30:00-05:00,0,"16.20 x 147","16.30 x 68",16.2,299,bid,484300,6682,1697,59.67%,0.55767992844944,AUTO,N/A,"10:44:28 ET"
MU,1130.37,Call,1115,2026-06-18T16:30:00-05:00,0,"16.60 x 31","16.85 x 71",16.6,281,bid,466400,9869,472,43.30%,0.73371898759506,AUTO,N/A,"12:39:33 ET"
MU,1098.7802,Call,1130,2026-06-18T16:30:00-05:00,0,"6.50 x 39","6.90 x 50",6.7,696,mid,466300,3483,2161,81.40%,0.26140524034851,MLAT,N/A,"09:55:06 ET"
MU,1098.7802,Call,1130,2026-06-18T16:30:00-05:00,0,"7.50 x 2","7.85 x 67",7.63,600,mid,457800,3483,2161,81.40%,0.26140524034851,MLET,N/A,"09:54:31 ET"
MU,1107.076,Put,400,2026-12-18T16:30:00-06:00,183,"14.55 x 140","15.95 x 133",15.2,300,mid,456000,301,4639,101.90%,-0.0362978089,MLET,N/A,"10:01:37 ET"
MU,1123.135,Call,1120,2026-06-18T16:30:00-05:00,0,"14.95 x 79","15.00 x 298",15,298,ask,447000,10692,1697,50.04%,0.54943804576302,AUTO,N/A,"11:42:45 ET"
MU,1110.09,Put,900,2026-06-26T16:30:00-05:00,8,"14.05 x 21","14.30 x 3",14.16,308,mid,436100,8032,9715,132.47%,-0.1206906401,MLAT,N/A,"10:06:37 ET"
MU,1124.405,Call,1115,2026-06-18T16:30:00-05:00,0,"15.30 x 130","15.60 x 19",15.3,276,bid,422200,8958,472,41.61%,0.65682276690794,AUTO,N/A,"12:33:12 ET"
MU,1123.135,Call,1120,2026-06-18T16:30:00-05:00,0,"14.60 x 299","14.95 x 46",14.6,289,bid,421900,10692,1697,50.04%,0.54943804576302,AUTO,N/A,"11:41:51 ET"
MU,1142.15,Call,1130,2026-06-18T16:30:00-05:00,0,"14.00 x 20","14.70 x 20",13.75,300,bid,412500,27203,2161,30.68%,0.75329106278287,MLFT,N/A,"15:26:01 ET"
MU,1129.83,Call,1125,2026-06-18T16:30:00-05:00,0,"10.30 x 95","11.00 x 64",10.59,380,mid,402400,11021,1341,40.77%,0.58605224215759,MLAT,N/A,"13:11:24 ET"
MU,1122.6949,Call,1120,2026-06-18T16:30:00-05:00,0,"13.15 x 244","13.20 x 17",13.15,300,bid,394500,11177,1697,53.45%,0.54137797712063,AUTO,N/A,"11:47:52 ET"
MU,1114.77,Call,1130,2026-06-18T16:30:00-05:00,0,"9.35 x 23","9.75 x 36",9.43,400,mid,377200,6794,2161,65.94%,0.35339891404378,MLET,N/A,"10:29:40 ET"
MU,1125.46,Call,1115,2026-06-18T16:30:00-05:00,0,"13.30 x 61","13.55 x 48",13.55,277,ask,375300,9263,472,43.14%,0.66717512049022,AUTO,N/A,"12:36:18 ET"
MU,1124.4,Put,815,2026-07-02T16:30:00-05:00,14,"9.95 x 109","10.60 x 3",10.65,345,ask,367400,633,110,125.73%,-0.0756114427,AUTO,N/A,"10:41:59 ET"
MU,1114.77,Call,1150,2026-06-18T16:30:00-05:00,0,"6.90 x 21","7.20 x 14",7.08,500,mid,354000,14063,6714,67.32%,0.19233457787279,MLET,N/A,"10:26:09 ET"
