Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time,"Exp Type"
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"18.70 x 2","19.40 x 2",19.3,164,mid,316500,909,78,68.16%,-0.4547371664,AUTO,N/A,"11:34:27 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"18.70 x 2","19.40 x 2",19.3,161,mid,310700,909,78,68.16%,-0.4547371664,AUTO,N/A,"11:34:27 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"18.80 x 68","19.00 x 11",19,156,ask,296400,909,78,68.16%,-0.4547371664,ISOI,N/A,"11:34:26 ET",M
KLAC,241.64,Call,154,2026-06-18T16:30:00-05:00,2,"85.80 x 77","88.50 x 10",88.5,30,ask,265500,563,680,298.05%,0.98427501109477,AUTO,N/A,"14:23:50 ET",M
KLAC,241.8,Call,225,2026-09-18T16:30:00-05:00,94,"43.50 x 12","44.80 x 2",44,55,mid,242000,560,220,75.89%,0.64335210112376,SLAN,N/A,"14:25:50 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"19.10 x 32","19.20 x 17",19.1,121,bid,231100,909,78,68.16%,-0.4547371664,AUTO,N/A,"11:34:26 ET",M
KLAC,249.49,Call,148,2026-12-18T16:30:00-06:00,185,"109.70 x 73","120.10 x 29",115.12,20,mid,230200,50,380,92.10%,0.86192649940481,MLET,N/A,"11:04:02 ET",M
KLAC,244.88,Put,234,2026-07-17T16:30:00-05:00,31,"14.80 x 39","15.10 x 81",14.8,150,bid,222000,801,157,70.18%,-0.371813718,AUTO,N/A,"13:03:27 ET",M
KLAC,239.8737,Call,168,2026-06-18T16:30:00-05:00,2,"70.90 x 16","77.00 x 63",73.98,30,mid,221900,40,380,351.46%,0.93296731604615,MLET,N/A,"14:59:31 ET",M
KLAC,245.22,Put,234,2026-07-17T16:30:00-05:00,31,"14.30 x 50","15.10 x 24",14.3,145,bid,207300,151,157,68.61%,-0.3681320794,ISOI,N/A,"12:52:17 ET",M
KLAC,238.3,Call,120,2027-01-15T16:30:00-06:00,213,"124.40 x 55","133.80 x 47",126.19,16,mid,201900,35,800,98.72%,0.89344798962725,SLAN,N/A,"15:53:16 ET",M
KLAC,249,Call,370,2027-06-17T16:30:00-05:00,366,"39.70 x 8","41.60 x 2",40.82,49,mid,200000,116,13,75.79%,0.43177668764556,MLET,N/A,"11:04:48 ET",M
KLAC,252.39,Call,180,2027-01-15T16:30:00-06:00,213,"92.30 x 114","98.20 x 63",96.8,20,mid,193600,20,242,80.67%,0.79475545995775,MESL,N/A,"10:39:29 ET",M
KLAC,244.88,Put,234,2026-07-17T16:30:00-05:00,31,"14.60 x 128","15.10 x 86",14.6,128,bid,186800,801,157,70.18%,-0.371813718,AUTO,N/A,"13:01:27 ET",M
KLAC,248.765,Call,370,2027-06-17T16:30:00-05:00,366,"39.80 x 8","42.80 x 9",41.04,45,mid,184600,168,13,76.16%,0.43296090958861,MLET,N/A,"11:08:50 ET",M
KLAC,249,Put,198,2027-06-17T16:30:00-05:00,366,"34.50 x 260","40.10 x 205",37.15,49,mid,182000,100,20,69.73%,-0.2419246502,MLET,N/A,"11:04:48 ET",M
KLAC,249.94,Call,214,2027-06-17T16:30:00-05:00,366,"84.20 x 101","97.30 x 47",90.77,20,mid,181500,20,80,81.94%,0.7092435004544,MLET,N/A,"11:00:19 ET",M
KLAC,239.8737,Call,185,2026-07-17T16:30:00-05:00,31,"56.90 x 46","63.00 x 51",59.92,30,mid,179700,30,40,93.67%,0.86018240188294,MLET,N/A,"14:59:31 ET",M
KLAC,249.94,Call,224,2027-06-17T16:30:00-05:00,366,"79.70 x 120","92.80 x 35",86.22,20,mid,172400,20,830,81.26%,0.68981870018283,MLET,N/A,"11:00:19 ET",M
KLAC,248.765,Put,198,2027-06-17T16:30:00-05:00,366,"34.50 x 263","40.10 x 150",37.56,45,mid,169000,150,20,69.65%,-0.2423550599,MLET,N/A,"11:08:50 ET",M
KLAC,252.39,Call,200,2027-01-15T16:30:00-06:00,213,"81.00 x 90","85.60 x 33",82.9,20,mid,165800,21,839,80.42%,0.74422688186087,MESL,N/A,"10:39:29 ET",M
KLAC,241.06,Call,225,2026-09-18T16:30:00-05:00,94,"44.00 x 37","44.50 x 6",44,37,bid,162800,337,220,75.51%,0.64031165954584,AUTO,N/A,"14:19:02 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"19.30 x 65","19.40 x 2",19.3,83,bid,160100,909,78,68.16%,-0.4547371664,AUTO,N/A,"11:34:27 ET",M
KLAC,245.48,Call,250,2027-01-15T16:30:00-06:00,213,"52.00 x 5","52.80 x 30",52.8,30,ask,158400,52,1277,75.54%,0.59232985813417,AUTO,N/A,"12:17:09 ET",M
KLAC,239.8737,Call,164,2026-06-18T16:30:00-05:00,2,"74.90 x 16","81.00 x 48",77.95,20,mid,155900,30,460,372.61%,0.93520780552112,MLET,N/A,"14:57:22 ET",M
KLAC,239.8737,Call,166,2026-06-18T16:30:00-05:00,2,"72.70 x 56","79.00 x 59",75.88,20,mid,151700,20,635,358.64%,0.9355678013625,MLET,N/A,"14:57:22 ET",M
KLAC,245.0001,Put,234,2026-07-17T16:30:00-05:00,31,"14.40 x 102","15.10 x 36",14.4,102,bid,146800,309,157,71.28%,-0.3716074033,AUTO,N/A,"12:59:24 ET",M
KLAC,239.8737,Call,170,2026-07-17T16:30:00-05:00,31,"68.00 x 59","77.00 x 42",71.9,20,mid,143800,20,30,103.28%,0.90095280051427,MESL,N/A,"14:57:22 ET",M
KLAC,239.8737,Call,170,2026-06-18T16:30:00-05:00,2,"69.00 x 5","75.10 x 43",70.8,20,mid,141600,27,570,344.26%,0.93026968468169,MESL,N/A,"14:57:22 ET",M
KLAC,237.33,Put,250,2026-08-21T16:30:00-05:00,66,"34.00 x 26","35.00 x 40",35,40,ask,140000,61,76,69.07%,-0.5096929702,AUTO,N/A,"15:57:35 ET",M
KLAC,239.8737,Call,180,2026-08-21T16:30:00-05:00,66,"64.90 x 105","72.10 x 42",68.48,20,mid,136900,40,110,84.37%,0.83316996525316,MLET,N/A,"14:57:22 ET",M
KLAC,241.67,Call,220,2026-06-18T16:30:00-05:00,2,"22.90 x 12","24.80 x 59",22.9,57,bid,130500,127,784,113.58%,0.87676954863841,AUTO,N/A,"14:15:19 ET",M
KLAC,241.8,Call,225,2026-09-18T16:30:00-05:00,94,"43.50 x 40","43.50 x 30",43.5,30,ask,130500,560,220,75.89%,0.64335210112376,AUTO,N/A,"14:25:17 ET",M
KLAC,239.8737,Call,180,2026-07-17T16:30:00-05:00,31,"61.30 x 80","67.60 x 82",64.45,20,mid,128900,35,100,96.71%,0.87543990377108,MLET,N/A,"14:57:22 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"18.70 x 3","19.40 x 31",19.4,65,ask,126100,909,78,68.16%,-0.4547371664,ISOI,N/A,"11:34:28 ET",M
KLAC,243.97,Call,280,2027-01-15T16:30:00-06:00,213,"40.60 x 87","42.70 x 1",41.88,30,mid,125600,102,360,74.05%,0.50750331989422,MLAT,N/A,"12:30:15 ET",M
KLAC,246.56,Put,246,2026-07-17T16:30:00-05:00,31,"18.80 x 37","19.50 x 5",19.4,62,mid,120200,909,78,68.16%,-0.4547371664,ISOI,N/A,"11:34:28 ET",M
KLAC,249.49,Call,370,2027-06-17T16:30:00-05:00,366,"39.70 x 8","43.00 x 10",41.1,28,mid,115000,66,13,75.61%,0.43203000286407,MLET,N/A,"11:04:02 ET",M
KLAC,252.12,Put,260,2026-08-21T16:30:00-05:00,66,"34.30 x 32","35.40 x 15",34.3,32,bid,109700,53,351,69.93%,-0.4794762807,AUTO,N/A,"10:25:31 ET",M
KLAC,251.69,Put,152,2027-01-15T16:30:00-06:00,213,"9.70 x 290","10.80 x 300",10.8,100,ask,108000,101,1550,73.32%,-0.1164853919,AUTO,N/A,"10:49:31 ET",M
KLAC,249.49,Put,198,2027-06-17T16:30:00-05:00,366,"34.50 x 260","40.10 x 189",37.55,28,mid,105100,50,20,69.89%,-0.2410320414,MLET,N/A,"11:04:02 ET",M
KLAC,239.8737,Call,180,2026-08-21T16:30:00-05:00,66,"64.90 x 100","71.90 x 23",68.42,15,mid,102600,40,110,84.37%,0.83316996525316,MLET,N/A,"14:58:15 ET",M
KLAC,242.85,Call,250,2027-01-15T16:30:00-06:00,213,"54.00 x 19","54.00 x 14",54,19,ask,102600,22,1277,76.71%,0.58696313102432,AUTO,N/A,"11:45:06 ET",M
KLAC,239.8737,Call,174,2026-06-18T16:30:00-05:00,2,"63.80 x 65","71.00 x 54",67.37,15,mid,101000,20,640,301.90%,0.93913888921085,MLET,N/A,"14:58:15 ET",M
KLAC,244.88,Put,234,2026-07-17T16:30:00-05:00,31,"14.60 x 65","15.10 x 93",14.6,65,bid,94900,801,157,70.18%,-0.371813718,AUTO,N/A,"13:01:10 ET",M
KLAC,251.05,Call,220,2026-06-18T16:30:00-05:00,2,"29.60 x 13","35.50 x 13",31.6,30,mid,94800,30,784,150.25%,0.89291242373945,MLET,N/A,"09:47:59 ET",M
KLAC,243.97,Put,210,2027-01-15T16:30:00-06:00,213,"28.50 x 146","33.70 x 114",31.27,30,mid,93800,30,70,68.47%,-0.2868331121,MLAT,N/A,"12:30:15 ET",M
KLAC,254.05,Put,240,2027-01-15T16:30:00-06:00,213,"43.30 x 35","48.70 x 26",45.4,20,mid,90800,20,39,72.21%,-0.3465545967,SLAN,N/A,"10:07:08 ET",M
KLAC,251.05,Call,222,2026-06-18T16:30:00-05:00,2,"27.60 x 10","31.60 x 41",29.6,30,mid,88800,30,1110,110.17%,0.93919739004167,MLET,N/A,"09:47:59 ET",M
KLAC,240.805,Call,240,2026-08-21T16:30:00-05:00,66,"29.00 x 11","30.30 x 14",29.56,30,mid,88600,34,375,73.41%,0.56327818644728,MLET,N/A,"15:01:46 ET",M
KLAC,251.01,Call,390,2026-12-18T16:30:00-06:00,185,"15.60 x 73","22.00 x 39",18.5,45,mid,83200,50,0,75.41%,0.28647230097147,SLAN,ToOpen,"10:32:10 ET",M
KLAC,249.49,Call,370,2027-06-17T16:30:00-05:00,366,"39.70 x 8","43.00 x 10",41.13,20,mid,82200,66,13,75.61%,0.43203000286407,MLET,N/A,"11:04:02 ET",M
KLAC,250.5375,Call,198,2026-09-18T16:30:00-05:00,94,"65.60 x 53","71.50 x 433",68.11,12,mid,81700,70,1180,82.35%,0.77560146234861,MLET,N/A,"10:55:24 ET",M
KLAC,250.5375,Call,198,2026-09-18T16:30:00-05:00,94,"66.20 x 1","71.50 x 397",67.98,12,mid,81500,70,1180,82.35%,0.77560146234861,MLET,N/A,"10:55:28 ET",M
KLAC,250.5375,Call,198,2026-09-18T16:30:00-05:00,94,"66.80 x 3","71.50 x 42",67.95,12,mid,81500,70,1180,82.35%,0.77560146234861,MLET,N/A,"10:55:24 ET",M
KLAC,250.5375,Call,198,2026-09-18T16:30:00-05:00,94,"66.90 x 3","71.50 x 397",67.68,12,mid,81200,70,1180,82.35%,0.77560146234861,MLET,N/A,"10:55:28 ET",M
KLAC,252.05,Call,224,2026-06-18T16:30:00-05:00,2,"26.90 x 66","29.00 x 14",29,28,ask,81200,108,281,141.09%,0.88129226860558,AUTO,N/A,"10:20:42 ET",M
KLAC,249.49,Put,198,2027-06-17T16:30:00-05:00,366,"34.50 x 260","40.10 x 189",37.52,20,mid,75000,50,20,69.89%,-0.2410320414,MLET,N/A,"11:04:02 ET",M
KLAC,252.201,Call,208,2026-07-17T16:30:00-05:00,31,"49.80 x 15","52.80 x 32",49.8,15,bid,74700,20,420,72.24%,0.84487953584974,AUTO,N/A,"10:48:04 ET",M
KLAC,238.34,Call,240,2026-08-21T16:30:00-05:00,66,"27.90 x 54","30.90 x 49",29.4,25,mid,73500,59,375,75.62%,0.5523347606094,SLAN,N/A,"15:34:30 ET",M
KLAC,244.5,Call,200,2026-06-18T16:30:00-05:00,2,"43.00 x 8","45.00 x 4",44.41,16,mid,71000,103,2033,0.00%,0,SLAN,N/A,"11:54:45 ET",M
KLAC,249.07,Call,224,2026-06-18T16:30:00-05:00,2,"26.50 x 26","29.70 x 31",26.5,26,bid,68900,52,281,142.08%,0.85562743712097,AUTO,N/A,"09:58:36 ET",M
KLAC,248.765,Call,380,2028-01-21T16:30:00-06:00,584,"52.10 x 96","62.50 x 35",57.24,12,mid,68600,30,20,75.45%,0.49227109710839,MLAT,N/A,"11:09:29 ET",M
KLAC,249.07,Call,224,2026-06-18T16:30:00-05:00,2,"24.50 x 12","26.00 x 13",26,26,ask,67600,52,281,142.08%,0.85562743712097,AUTO,N/A,"09:58:07 ET",M
KLAC,248.765,Call,390,2028-01-21T16:30:00-06:00,584,"50.00 x 187","60.70 x 16",55.39,12,mid,66400,12,0,75.22%,0.48072719794911,MLAT,ToOpen,"11:09:29 ET",M
KLAC,241.67,Call,210,2026-06-18T16:30:00-05:00,2,"32.90 x 20","36.90 x 69",32.9,20,bid,65800,32,441,175.63%,0.87388918078621,AUTO,N/A,"14:13:08 ET",M
KLAC,244.88,Put,234,2026-07-17T16:30:00-05:00,31,"14.60 x 128","15.10 x 88",14.6,45,bid,65700,801,157,70.18%,-0.371813718,AUTO,N/A,"13:00:56 ET",M
KLAC,253.945,Call,260,2026-08-21T16:30:00-05:00,66,"30.40 x 20","30.90 x 25",30.4,20,bid,60800,20,658,76.20%,0.53321039048594,AUTO,N/A,"10:09:55 ET",M
KLAC,242.485,Call,200,2026-06-18T16:30:00-05:00,2,"43.20 x 15","47.20 x 71",43.2,14,bid,60400,118,2033,208.47%,0.90738058146393,AUTO,N/A,"13:19:33 ET",M
KLAC,244.5,Call,200,2026-06-18T16:30:00-05:00,2,"43.00 x 5","44.70 x 18",44.2,13,mid,57400,103,2033,0.00%,0,MLAT,N/A,"11:54:31 ET",M
KLAC,252.05,Call,260,2026-08-21T16:30:00-05:00,66,"28.00 x 2","29.50 x 10",28,20,bid,56000,40,658,75.16%,0.52258422101451,SLFT,N/A,"10:20:37 ET",M
KLAC,252.025,Call,235,2026-06-18T16:30:00-05:00,2,"15.20 x 19","22.90 x 11",18.5,30,mid,55500,40,530,114.65%,0.80683362000752,AUTO,N/A,"09:30:25 ET",M
KLAC,244.5,Call,270,2026-08-21T16:30:00-05:00,66,"19.60 x 26","21.10 x 14",20.3,27,mid,54800,53,1346,72.98%,0.43235614674096,AUTO,N/A,"11:53:27 ET",M
KLAC,249,Put,250,2026-09-18T16:30:00-05:00,94,"34.90 x 11","35.30 x 15",35.3,15,ask,52900,18,447,71.04%,-0.4297901381,AUTO,N/A,"11:06:39 ET",M
KLAC,239.62,Call,204,2026-06-18T16:30:00-05:00,2,"35.30 x 15","38.10 x 68",35.3,15,bid,52900,85,705,0.00%,0,AUTO,N/A,"15:43:08 ET",M
KLAC,242.485,Call,246,2026-09-18T16:30:00-05:00,94,"34.30 x 3","37.90 x 43",35,15,mid,52500,15,492,77.50%,0.55937510772197,AUTO,N/A,"13:19:33 ET",M
KLAC,249.07,Put,235,2027-01-15T16:30:00-06:00,213,"40.70 x 6","46.00 x 6",43.4,12,mid,52000,20,17,69.89%,-0.3476792904,MLAT,N/A,"09:56:40 ET",M
KLAC,242.36,Call,255,2026-07-17T16:30:00-05:00,31,"14.40 x 8","15.10 x 2",14.77,35,mid,51600,121,2106,72.10%,0.44440450158597,MLAT,N/A,"13:42:44 ET",M
KLAC,239.625,Put,240,2026-09-18T16:30:00-05:00,94,"33.10 x 30","34.10 x 5",33.1,15,bid,49600,76,0,69.15%,-0.4292157248,AUTO,N/A,"15:26:13 ET",M
KLAC,245.755,Call,330,2026-09-18T16:30:00-05:00,94,"12.50 x 50","14.90 x 32",13.4,37,mid,49500,103,1,75.78%,0.28066625924058,AUTO,N/A,"12:06:02 ET",M
KLAC,243.97,Call,248,2026-06-18T16:30:00-05:00,2,"5.00 x 100","6.30 x 40",5,99,bid,49500,170,353,98.26%,0.42499166871474,AUTO,N/A,"12:31:09 ET",M
KLAC,250.5375,Put,200,2026-09-18T16:30:00-05:00,94,"11.90 x 162","14.10 x 58",12.45,39,mid,48500,40,657,71.48%,-0.2093937663,MLET,N/A,"10:53:19 ET",M
KLAC,245.48,Call,390,2027-01-15T16:30:00-06:00,213,"19.10 x 9","20.30 x 23",20.2,24,mid,48400,35,2,74.43%,0.29312379897851,AUTO,ToOpen,"12:17:44 ET",M
KLAC,243.19,Call,280,2026-08-21T16:30:00-05:00,66,"17.00 x 28","18.40 x 28",17,28,bid,47600,32,253,74.27%,0.38440313310319,AUTO,N/A,"11:50:27 ET",M
KLAC,245.83,Put,220,2026-07-17T16:30:00-05:00,31,"8.60 x 5","9.20 x 2",9,50,mid,45000,147,161,71.06%,-0.260473329,AUTO,N/A,"11:28:02 ET",M
KLAC,245.755,Call,330,2026-09-18T16:30:00-05:00,94,"12.50 x 2","14.90 x 57",13.3,33,mid,43800,103,1,75.78%,0.28066625924058,AUTO,N/A,"12:05:05 ET",M
KLAC,245.755,Call,330,2026-09-18T16:30:00-05:00,94,"12.50 x 3","14.90 x 36",13.3,33,mid,43800,103,1,75.78%,0.28066625924058,AUTO,N/A,"12:05:07 ET",M
KLAC,246.03,Call,220,2026-06-18T16:30:00-05:00,2,"25.60 x 9","31.10 x 59",28.47,15,mid,42700,65,784,126.16%,0.89319147947221,MLET,N/A,"11:24:25 ET",M
KLAC,252.201,Call,270,2026-07-17T16:30:00-05:00,31,"14.00 x 30","14.80 x 10",14,30,bid,42000,66,515,71.03%,0.4097730982305,AUTO,N/A,"10:45:07 ET",M
KLAC,249.07,Put,218,2027-01-15T16:30:00-06:00,213,"32.30 x 6","37.50 x 6",34.86,12,mid,41800,20,87,70.64%,-0.2974740152,MLAT,N/A,"09:56:40 ET",M
KLAC,252.05,Call,224,2026-06-18T16:30:00-05:00,2,"29.50 x 14","32.10 x 52",29.5,14,bid,41300,108,281,141.09%,0.88129226860558,AUTO,N/A,"10:21:12 ET",M
KLAC,244.5,Call,320,2026-09-18T16:30:00-05:00,94,"12.80 x 45","16.60 x 45",14.1,27,mid,38000,86,3122,74.87%,0.29969436865461,AUTO,N/A,"11:53:56 ET",M
KLAC,244.5,Call,320,2026-09-18T16:30:00-05:00,94,"14.10 x 27","16.60 x 45",14.1,27,bid,38000,86,3122,74.87%,0.29969436865461,AUTO,N/A,"11:53:57 ET",M
KLAC,244.5,Call,320,2026-09-18T16:30:00-05:00,94,"12.80 x 45","16.60 x 45",14.1,27,mid,38000,86,3122,74.87%,0.29969436865461,AUTO,N/A,"11:54:05 ET",M
KLAC,243.81,Call,228,2026-06-18T16:30:00-05:00,2,"16.50 x 64","20.10 x 67",18.17,20,mid,36300,20,305,111.62%,0.80301397698499,SLAN,N/A,"13:04:58 ET",M
KLAC,250.5375,Put,188,2026-09-18T16:30:00-05:00,94,"9.10 x 54","10.20 x 1",9.1,39,bid,35400,40,333,72.51%,-0.1659946419,MLET,N/A,"10:53:19 ET",M
KLAC,252.17,Call,270,2026-07-17T16:30:00-05:00,31,"13.00 x 1","17.80 x 1",16.9,20,mid,33800,20,515,76.14%,0.42106054666798,MLET,N/A,"09:30:01 ET",M
KLAC,238.6,Put,226,2026-07-17T16:30:00-05:00,31,"12.70 x 2","13.20 x 25",13.2,25,ask,33000,63,22,69.61%,-0.3552592467,AUTO,N/A,"15:48:32 ET",M
KLAC,241.67,Call,290,2026-08-21T16:30:00-05:00,66,"14.00 x 23","14.80 x 2",14.1,23,mid,32400,179,277,72.66%,0.32967419282543,AUTO,N/A,"14:41:58 ET",M
KLAC,241.67,Call,290,2026-08-21T16:30:00-05:00,66,"12.30 x 20","14.40 x 12",14,23,mid,32200,179,277,72.66%,0.32967419282543,AUTO,N/A,"14:42:05 ET",M
KLAC,243.75,Put,220,2026-07-17T16:30:00-05:00,31,"8.60 x 65","9.60 x 17",9.09,35,mid,31800,220,161,69.76%,-0.2715439158,MLET,N/A,"13:15:26 ET",M
KLAC,242.57,Call,320,2026-09-18T16:30:00-05:00,94,"13.00 x 34","14.20 x 6",13.8,23,mid,31700,145,3122,73.63%,0.28713782994284,AUTO,N/A,"14:04:04 ET",M
KLAC,251.01,Call,300,2026-07-17T16:30:00-05:00,31,"5.90 x 9","6.20 x 204",6.2,51,ask,31600,54,492,71.31%,0.22492039594783,AUTO,N/A,"10:31:47 ET",M
KLAC,244.88,Put,234,2026-07-17T16:30:00-05:00,31,"14.90 x 21","15.10 x 76",14.9,21,bid,31200,801,157,70.18%,-0.371813718,AUTO,N/A,"13:03:31 ET",M
KLAC,250.5375,Call,370,2027-01-15T16:30:00-06:00,213,"23.80 x 9","26.10 x 162",25.11,12,mid,30100,78,1,74.81%,0.34049500519429,MLET,N/A,"10:55:24 ET",M
KLAC,250.5375,Call,370,2027-01-15T16:30:00-06:00,213,"23.80 x 9","26.10 x 29",24.95,12,mid,29900,78,1,74.81%,0.34049500519429,MLET,N/A,"10:55:24 ET",M
KLAC,250.5375,Call,370,2027-01-15T16:30:00-06:00,213,"23.80 x 13","25.30 x 29",24.85,12,mid,29800,78,1,74.81%,0.34049500519429,MLET,N/A,"10:55:28 ET",M
KLAC,241.67,Call,290,2026-08-21T16:30:00-05:00,66,"14.00 x 23","14.60 x 2",14.1,21,mid,29600,179,277,72.66%,0.32967419282543,AUTO,N/A,"14:41:59 ET",M
KLAC,250.5375,Call,370,2027-01-15T16:30:00-06:00,213,"23.80 x 13","25.30 x 29",24.55,12,mid,29400,78,1,74.81%,0.34049500519429,MLET,N/A,"10:55:28 ET",M
KLAC,242.57,Call,320,2026-09-18T16:30:00-05:00,94,"13.70 x 21","14.20 x 6",13.8,21,mid,28900,145,3122,73.63%,0.28713782994284,AUTO,N/A,"14:04:05 ET",M
KLAC,248.765,Call,290,2026-08-21T16:30:00-05:00,66,"16.90 x 2","17.00 x 17",17,17,ask,28900,61,277,73.86%,0.36834763353711,AUTO,N/A,"11:09:12 ET",M
KLAC,245.0001,Put,234,2026-07-17T16:30:00-05:00,31,"14.40 x 150","15.10 x 91",14.4,20,bid,28800,309,157,71.28%,-0.3716074033,ISOI,N/A,"12:58:57 ET",M
KLAC,240.16,Put,150,2027-03-19T16:30:00-05:00,276,"12.10 x 150","16.20 x 47",14.2,20,mid,28400,20,10,70.73%,-0.1383508177,SLFT,ToOpen,"14:55:19 ET",M
KLAC,243.19,Put,255,2026-06-18T16:30:00-05:00,2,"14.20 x 20","15.10 x 25",14.2,20,bid,28400,51,83,92.07%,-0.7458525162,AUTO,N/A,"11:49:40 ET",M
KLAC,253.945,Put,180,2026-09-18T16:30:00-05:00,94,"6.90 x 90","8.40 x 1",8,35,mid,28000,35,2384,73.22%,-0.1318583452,AUTO,N/A,"10:11:15 ET",M
