Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
WDC,772.21,Call,740,2026-06-26T16:30:00-05:00,8,"60.00 x 20","68.75 x 16",64.24,100,mid,642300,238,75,100.55%,0.64278279537603,MLFT,N/A,"11:21:17 ET"
WDC,790.08,Call,850,2026-07-17T16:30:00-05:00,29,"61.45 x 14","66.80 x 80",64.12,100,mid,641200,252,473,98.41%,0.45433190715547,AUTO,N/A,"10:23:39 ET"
WDC,748.21,Call,705,2026-06-26T16:30:00-05:00,8,"71.70 x 6","77.35 x 37",74.69,84,mid,627300,111,120,100.05%,0.68473800239904,SLAN,N/A,"15:49:42 ET"
WDC,771.25,Call,720,2026-06-18T16:30:00-05:00,0,"45.15 x 58","54.15 x 17",49.32,120,mid,591800,322,533,0.00%,0,MLFT,N/A,"10:44:51 ET"
WDC,776.785,Call,730,2026-06-18T16:30:00-05:00,0,"44.75 x 41","52.60 x 31",48.62,120,mid,583400,237,587,82.29%,0.93009081312976,MLAT,N/A,"11:31:52 ET"
WDC,744.86,Put,742.5,2026-06-26T16:30:00-05:00,8,"38.60 x 15","38.60 x 150",38.6,150,ask,579000,505,9,98.18%,-0.4606322895,AUTO,N/A,"13:38:41 ET"
WDC,745.68,Call,635,2026-06-26T16:30:00-05:00,8,"114.75 x 27","122.50 x 10",118.34,47,mid,556100,94,68,99.97%,0.87797030410785,MLAT,N/A,"15:03:04 ET"
WDC,753.21,Call,980,2026-12-18T16:30:00-06:00,183,"139.00 x 48","144.00 x 2",144,38,ask,547200,130,204,98.88%,0.50012034249714,AUTO,N/A,"15:30:02 ET"
WDC,743.8,Put,750,2026-07-17T16:30:00-05:00,29,"76.65 x 1","82.00 x 66",82,66,ask,541200,186,10,95.67%,-0.455389835,AUTO,N/A,"15:55:01 ET"
WDC,751.72,Call,732.5,2026-06-26T16:30:00-05:00,8,"50.65 x 117","56.55 x 18",53.55,100,mid,535500,124,3,98.20%,0.60111212549462,MLET,ToOpen,"15:37:28 ET"
WDC,751.72,Call,700,2026-06-18T16:30:00-05:00,0,"50.40 x 12","56.45 x 87",53.45,100,mid,534500,390,1612,103.29%,0.91257976918594,MLET,N/A,"15:37:28 ET"
WDC,748.21,Call,770,2026-07-17T16:30:00-05:00,29,"72.45 x 83","77.00 x 11",77,67,ask,515900,172,198,96.46%,0.51622837541945,AUTO,N/A,"15:48:37 ET"
WDC,754.785,Call,650,2026-06-18T16:30:00-05:00,0,"100.15 x 23","108.00 x 35",104.2,46,mid,479300,55,427,170.78%,0.95816075681175,TLAT,N/A,"12:30:54 ET"
WDC,741.63,Call,625,2026-07-02T16:30:00-05:00,14,"127.00 x 2","136.15 x 4",132.8,36,mid,478000,36,44,101.44%,0.83333787044574,SLFT,N/A,"14:31:02 ET"
WDC,773.75,Call,775,2026-06-26T16:30:00-05:00,8,"46.80 x 100","50.65 x 62",46.8,100,bid,468000,116,41,103.23%,0.52827830107099,AUTO,SellToOpen,"10:40:24 ET"
WDC,745.68,Call,635,2026-06-26T16:30:00-05:00,8,"114.75 x 11","121.80 x 73",118.32,38,mid,449600,94,68,99.97%,0.87797030410785,MLAT,N/A,"15:03:27 ET"
WDC,743.8,Call,747.5,2026-06-26T16:30:00-05:00,8,"43.35 x 100","47.20 x 1",43.35,100,bid,433500,145,100,96.72%,0.51689767681996,AUTO,N/A,"15:54:40 ET"
WDC,776.54,Call,687.5,2026-06-18T16:30:00-05:00,0,"91.50 x 5","100.00 x 37",95.76,45,mid,430900,48,71,161.85%,0.93206760148314,MLAT,N/A,"10:13:49 ET"
WDC,776.54,Call,690,2026-06-18T16:30:00-05:00,0,"88.95 x 2","97.60 x 5",93.27,45,mid,419700,49,154,158.08%,0.93066175553364,MLAT,N/A,"10:13:49 ET"
WDC,771.25,Call,740,2026-06-18T16:30:00-05:00,0,"27.65 x 17","34.55 x 11",31.43,120,mid,377100,219,622,38.67%,0.98090875398367,MLFT,N/A,"10:44:51 ET"
WDC,753.21,Call,750,2026-07-17T16:30:00-05:00,29,"83.05 x 13","83.05 x 13",83.05,43,ask,357100,195,134,94.43%,0.56343864711664,AUTO,N/A,"15:30:25 ET"
WDC,771.25,Call,980,2026-07-02T16:30:00-05:00,14,"9.00 x 72","11.20 x 9",11.1,316,mid,350700,1436,97,102.27%,0.13805865889329,SLAN,N/A,"10:41:42 ET"
WDC,783.095,Call,735,2026-06-18T16:30:00-05:00,0,"55.00 x 13","60.00 x 1",60,58,ask,348000,60,113,93.94%,0.90740565962452,AUTO,N/A,"09:33:32 ET"
WDC,787.635,Call,720,2026-06-18T16:30:00-05:00,0,"66.00 x 11","71.00 x 12",66,50,bid,330000,158,533,100.15%,0.96021395662625,AUTO,N/A,"10:03:14 ET"
WDC,776.3,Call,800,2026-06-26T16:30:00-05:00,8,"40.05 x 114","43.00 x 76",43,76,ask,326800,421,301,104.22%,0.45511590110577,AUTO,N/A,"10:27:11 ET"
WDC,771.9,Call,800,2026-06-26T16:30:00-05:00,8,"36.00 x 75","38.00 x 55",36,90,bid,324000,538,301,105.21%,0.44167209746875,AUTO,N/A,"10:33:13 ET"
WDC,744.86,Put,742.5,2026-06-26T16:30:00-05:00,8,"39.05 x 20","45.20 x 104",38.85,83,bid,322400,505,9,98.18%,-0.4606322895,AUTO,N/A,"13:38:21 ET"
WDC,795.5299,Call,790,2026-07-02T16:30:00-05:00,14,"56.50 x 57","60.25 x 65",56.5,57,bid,322000,68,164,97.92%,0.55541862507869,AUTO,N/A,"09:38:22 ET"
WDC,783.365,Put,650,2026-07-02T16:30:00-05:00,14,"15.45 x 13","15.50 x 18",15.5,207,ask,320800,348,38,102.88%,-0.1507621626,AUTO,BuyToOpen,"10:19:17 ET"
WDC,795.5299,Call,800,2026-06-26T16:30:00-05:00,8,"40.00 x 76","42.00 x 20",40,76,bid,304000,192,301,96.47%,0.51500771781071,AUTO,N/A,"09:36:19 ET"
WDC,773.75,Call,850,2026-07-17T16:30:00-05:00,29,"54.95 x 20","57.00 x 38",57,50,ask,285000,315,473,98.62%,0.42502949415583,AUTO,N/A,"10:39:08 ET"
WDC,741.5,Put,742.5,2026-06-26T16:30:00-05:00,8,"42.50 x 24","46.05 x 58",42.5,67,bid,284700,250,9,96.65%,-0.4734915584,AUTO,N/A,"13:03:54 ET"
WDC,783.095,Call,725,2026-06-18T16:30:00-05:00,0,"64.00 x 2","72.40 x 24",64.04,44,mid,281700,58,419,75.99%,0.97582177261561,MLET,N/A,"09:33:44 ET"
WDC,791,Call,790,2026-07-02T16:30:00-05:00,14,"65.85 x 40","69.70 x 45",65.85,40,bid,263400,111,164,99.20%,0.54405768361866,AUTO,N/A,"09:41:22 ET"
WDC,783.2332,Call,850,2026-06-26T16:30:00-05:00,8,"25.00 x 80","28.55 x 87",25,98,bid,245000,329,958,102.08%,0.32252411647436,AUTO,N/A,"09:51:41 ET"
WDC,745.055,Call,750,2026-06-26T16:30:00-05:00,8,"38.20 x 96","40.00 x 61",40,61,ask,244000,333,679,96.94%,0.5123969359061,AUTO,N/A,"15:13:41 ET"
WDC,783.095,Call,785,2026-06-26T16:30:00-05:00,8,"46.70 x 119","55.20 x 123",54.04,44,mid,237700,60,10,100.05%,0.52508132356548,MLET,ToOpen,"09:33:44 ET"
WDC,741.5,Put,750,2026-06-18T16:30:00-05:00,0,"9.40 x 42","12.00 x 195",12,195,ask,234000,1626,40,42.26%,-0.6933041087,AUTO,N/A,"13:00:43 ET"
WDC,760.75,Call,840,2026-07-17T16:30:00-05:00,29,"55.30 x 1","59.20 x 54",56,40,mid,224000,61,40,99.57%,0.41964521800448,AUTO,N/A,"11:50:51 ET"
WDC,764.48,Call,840,2026-07-17T16:30:00-05:00,29,"53.65 x 14","59.00 x 102",56.5,39,mid,220300,101,40,97.85%,0.42327448495457,AUTO,N/A,"12:13:03 ET"
WDC,756.88,Call,840,2026-07-17T16:30:00-05:00,29,"50.40 x 1","56.00 x 7",53.15,40,mid,212600,143,40,97.74%,0.40893093032398,MLET,N/A,"12:25:24 ET"
WDC,746.61,Call,850,2026-07-17T16:30:00-05:00,29,"42.15 x 13","45.00 x 2",43.45,47,mid,204200,559,473,96.16%,0.36968878091259,AUTO,N/A,"15:57:24 ET"
WDC,773.75,Call,980,2026-07-02T16:30:00-05:00,14,"10.50 x 64","14.70 x 119",11.22,182,mid,204200,594,97,108.76%,0.159494509943,SLAN,N/A,"10:40:10 ET"
WDC,771.25,Call,980,2026-07-02T16:30:00-05:00,14,"10.50 x 9","13.05 x 15",11.1,183,mid,203100,1436,97,102.27%,0.13805865889329,SLAN,N/A,"10:41:01 ET"
WDC,756.88,Call,850,2026-07-17T16:30:00-05:00,29,"47.50 x 8","53.00 x 8",50.25,40,mid,201000,400,473,97.99%,0.39287086716768,MLET,N/A,"12:25:24 ET"
WDC,773.75,Call,980,2026-07-02T16:30:00-05:00,14,"10.50 x 92","14.70 x 119",11.22,179,mid,200800,594,97,108.76%,0.159494509943,SLAN,N/A,"10:40:23 ET"
WDC,773.75,Call,980,2026-07-02T16:30:00-05:00,14,"10.50 x 63","14.70 x 79",11.22,179,mid,200800,594,97,108.76%,0.159494509943,SLAN,N/A,"10:40:01 ET"
WDC,771.25,Call,980,2026-07-02T16:30:00-05:00,14,"10.50 x 68","14.70 x 130",11.22,178,mid,199700,1436,97,102.27%,0.13805865889329,SLAN,N/A,"10:40:41 ET"
WDC,790.75,Put,800,2026-06-18T16:30:00-05:00,0,"20.00 x 42","25.00 x 75",25,74,ask,185000,178,48,82.46%,-0.5980620631,AUTO,N/A,"09:47:21 ET"
WDC,747.585,Put,740,2026-06-26T16:30:00-05:00,8,"34.85 x 2","39.65 x 9",36.87,50,mid,184300,269,16,99.04%,-0.4414725637,MLAT,N/A,"12:44:52 ET"
WDC,771.9,Call,980,2026-07-17T16:30:00-05:00,29,"26.10 x 70","31.00 x 73",26.1,69,bid,180000,118,704,101.86%,0.24884400471253,AUTO,N/A,"10:34:28 ET"
WDC,795.5299,Call,900,2026-06-26T16:30:00-05:00,8,"11.00 x 132","13.50 x 125",13.5,125,ask,168700,220,282,96.29%,0.21507150759744,AUTO,N/A,"09:35:08 ET"
WDC,776.3,Put,710,2026-06-26T16:30:00-05:00,8,"17.85 x 95","20.05 x 9",20.05,82,ask,164400,232,53,101.25%,-0.2497764903,AUTO,N/A,"10:28:47 ET"
WDC,775,Call,820,2026-06-26T16:30:00-05:00,8,"25.30 x 64","30.95 x 40",28.1,54,mid,151700,144,105,101.86%,0.38445946515175,MLAT,N/A,"10:57:38 ET"
WDC,771.25,Call,980,2026-07-02T16:30:00-05:00,14,"9.00 x 42","11.20 x 9",11.1,133,mid,147600,1436,97,102.27%,0.13805865889329,SLAN,N/A,"10:41:24 ET"
WDC,742.2301,Put,335,2026-07-31T16:30:00-05:00,43,"0.00 x 0","5.90 x 1",5.73,250,mid,143200,250,1,128.07%,-0.0207439931,MLAT,ToOpen,"13:00:00 ET"
WDC,775,Call,750,2026-06-18T16:30:00-05:00,0,"22.75 x 20","28.70 x 21",25.72,54,mid,138800,310,1134,59.12%,0.8612598896633,MLAT,N/A,"10:57:38 ET"
WDC,742.2301,Put,335,2026-07-24T16:30:00-05:00,36,"0.00 x 0","5.55 x 1",5.55,250,ask,138700,250,15,138.56%,-0.0200156816,MLAT,BuyToOpen,"13:00:00 ET"
WDC,776.785,Call,800,2026-06-18T16:30:00-05:00,0,"3.00 x 447","3.30 x 2",3,447,bid,134100,3314,1916,61.08%,0.18165227882193,AUTO,N/A,"11:34:38 ET"
WDC,747.585,Call,910,2026-07-17T16:30:00-05:00,29,"31.65 x 16","37.25 x 105",33.13,40,mid,132500,58,11,100.63%,0.29410794123061,SLAN,ToOpen,"12:46:31 ET"
WDC,745.68,Call,785,2026-06-26T16:30:00-05:00,8,"24.45 x 126","30.80 x 109",27.89,47,mid,131000,390,10,98.19%,0.39145550175548,MLAT,N/A,"15:03:04 ET"
WDC,775,Call,820,2026-06-26T16:30:00-05:00,8,"25.30 x 64","30.95 x 40",28.28,46,mid,130000,144,105,101.86%,0.38445946515175,MLAT,N/A,"10:57:38 ET"
WDC,795.5299,Put,800,2026-06-18T16:30:00-05:00,0,"20.15 x 32","26.45 x 15",25,50,mid,125000,89,48,98.46%,-0.5328526922,SLAN,N/A,"09:37:54 ET"
WDC,773.75,Put,630,2026-06-26T16:30:00-05:00,8,"4.50 x 85","6.95 x 2",7,177,ask,123900,435,269,115.90%,-0.0988966909,AUTO,N/A,"10:38:58 ET"
WDC,742.2301,Put,705,2026-06-26T16:30:00-05:00,8,"21.10 x 99","27.80 x 4",24.4,50,mid,122000,82,24,94.77%,-0.3293270309,MLET,N/A,"12:57:10 ET"
WDC,747.585,Put,710,2026-06-26T16:30:00-05:00,8,"22.15 x 20","26.35 x 3",24.15,50,mid,120700,310,53,96.47%,-0.330938491,MLAT,N/A,"12:44:52 ET"
WDC,775,Call,750,2026-06-18T16:30:00-05:00,0,"22.75 x 20","28.70 x 21",25.59,46,mid,117700,310,1134,59.12%,0.8612598896633,MLAT,N/A,"10:57:38 ET"
WDC,772.21,Call,770,2026-06-18T16:30:00-05:00,0,"8.55 x 40","13.65 x 17",11.24,100,mid,112400,389,356,54.50%,0.54727527888886,MLFT,N/A,"11:21:17 ET"
WDC,790.75,Put,600,2026-07-24T16:30:00-05:00,36,"22.00 x 50","26.25 x 70",22,50,bid,110000,51,63,99.53%,-0.1468986261,AUTO,N/A,"09:49:48 ET"
WDC,775.428,Put,700,2026-07-02T16:30:00-05:00,14,"25.60 x 73","29.20 x 20",29.2,37,ask,108000,224,58,100.92%,-0.2667513299,AUTO,N/A,"10:46:53 ET"
WDC,790.75,Call,760,2026-06-18T16:30:00-05:00,0,"25.50 x 1","27.70 x 1",27,39,mid,105300,225,286,95.19%,0.79635778426184,AUTO,N/A,"09:47:27 ET"
WDC,745.68,Call,785,2026-06-26T16:30:00-05:00,8,"24.45 x 123","30.80 x 109",27.62,38,mid,104900,390,10,98.19%,0.39145550175548,MLAT,N/A,"15:03:27 ET"
WDC,795.5299,Call,800,2026-06-18T16:30:00-05:00,0,"9.00 x 1","10.00 x 2",9.9,100,mid,99000,1338,1916,78.80%,0.45459784251733,SLAN,N/A,"09:35:38 ET"
WDC,768.65,Call,770,2026-06-18T16:30:00-05:00,0,"8.30 x 3","10.00 x 1",8.88,100,mid,88800,587,356,61.30%,0.48557953723238,MLET,N/A,"11:39:25 ET"
WDC,791,Call,800,2026-06-18T16:30:00-05:00,0,"11.55 x 12","13.90 x 5",12.35,70,mid,86400,1616,1916,86.86%,0.41059790306893,SLAN,N/A,"09:43:11 ET"
WDC,741.895,Put,675,2026-06-26T16:30:00-05:00,8,"14.85 x 1","14.85 x 50",14.85,50,ask,74200,219,40,97.60%,-0.2323632683,AUTO,N/A,"14:08:42 ET"
WDC,742.2301,Put,675,2026-06-26T16:30:00-05:00,8,"12.15 x 116","17.15 x 8",14.7,50,mid,73500,159,40,94.90%,-0.2263164973,MLET,N/A,"12:57:10 ET"
WDC,768.65,Call,770,2026-06-18T16:30:00-05:00,0,"8.30 x 3","10.00 x 1",8.98,80,mid,71800,587,356,61.30%,0.48557953723238,MLET,N/A,"11:39:25 ET"
WDC,783.095,Put,670,2026-06-26T16:30:00-05:00,8,"5.10 x 1","9.45 x 15",9.45,69,ask,65200,98,127,107.91%,-0.1444062451,ISOI,N/A,"09:30:28 ET"
WDC,760.75,Put,750,2026-06-18T16:30:00-05:00,0,"3.10 x 200","4.00 x 1",3.1,200,bid,62000,1133,40,53.82%,-0.2994584946,AUTO,N/A,"11:50:38 ET"
WDC,752.93,Put,550,2026-07-17T16:30:00-05:00,29,"10.80 x 154","13.70 x 7",12.34,50,mid,61700,153,226,101.20%,-0.1051650091,MLET,N/A,"12:40:28 ET"
WDC,778.87,Call,780,2026-06-18T16:30:00-05:00,0,"10.00 x 5","14.30 x 9",12.2,50,mid,61000,492,1212,78.43%,0.49487671529444,MLET,N/A,"10:10:29 ET"
WDC,791,Put,630,2026-06-26T16:30:00-05:00,8,"4.85 x 125","6.00 x 10",4.85,125,bid,60600,144,269,115.30%,-0.0773909998,AUTO,N/A,"09:40:55 ET"
WDC,783.095,Call,800,2026-06-18T16:30:00-05:00,0,"5.00 x 51","6.00 x 100",6,100,ask,60000,909,1916,91.01%,0.33503760247276,AUTO,N/A,"09:30:59 ET"
WDC,795.5299,Call,980,2026-06-26T16:30:00-05:00,8,"4.65 x 1","5.00 x 116",5,109,ask,54500,439,1380,103.98%,0.10154255430845,AUTO,N/A,"09:37:24 ET"
WDC,768.65,Call,780,2026-06-18T16:30:00-05:00,0,"4.50 x 2","5.70 x 7",5.08,100,mid,50800,1433,1212,60.53%,0.32731228790595,MLET,N/A,"11:39:25 ET"
WDC,791,Call,980,2026-06-26T16:30:00-05:00,8,"5.80 x 1","6.85 x 14",6.85,74,ask,50600,671,1380,105.94%,0.099782126075742,AUTO,N/A,"09:42:50 ET"
WDC,753.21,Call,750,2026-06-18T16:30:00-05:00,0,"2.40 x 5","5.00 x 100",5,100,ask,50000,1667,1134,22.75%,0.64629287869311,AUTO,N/A,"15:29:09 ET"
WDC,770.4,Call,770,2026-06-18T16:30:00-05:00,0,"10.00 x 50","12.95 x 31",10,50,bid,50000,642,356,54.72%,0.51430608993546,AUTO,N/A,"11:43:08 ET"
WDC,762,Put,675,2026-06-26T16:30:00-05:00,8,"11.30 x 61","11.90 x 42",11.9,42,ask,49900,96,40,101.69%,-0.1880011737,AUTO,N/A,"12:00:31 ET"
WDC,752.93,Put,725,2026-06-18T16:30:00-05:00,0,"0.92 x 520","1.05 x 130",0.92,520,bid,47800,994,117,58.08%,-0.1019216024,AUTO,N/A,"12:40:01 ET"
WDC,747.845,Put,490,2026-07-17T16:30:00-05:00,29,"5.85 x 101","7.10 x 3",6.31,75,mid,47300,138,191,106.87%,-0.0590486709,MLAT,N/A,"13:20:26 ET"
WDC,752.93,Put,350,2026-09-18T16:30:00-05:00,92,"8.55 x 168","10.15 x 15",9.37,50,mid,46800,103,392,108.21%,-0.0448377755,MLET,N/A,"12:40:28 ET"
WDC,771.9,Call,780,2026-06-18T16:30:00-05:00,0,"8.50 x 55","9.00 x 3",8.5,55,bid,46700,717,1212,73.41%,0.40047389672512,AUTO,N/A,"10:32:36 ET"
WDC,768.65,Call,800,2026-06-18T16:30:00-05:00,0,"1.85 x 250","2.50 x 1",1.85,250,bid,46200,3593,1916,59.32%,0.10053383090641,AUTO,N/A,"11:36:37 ET"
WDC,741.895,Put,740,2026-06-18T16:30:00-05:00,0,"4.75 x 88","5.50 x 5",4.75,97,bid,46000,876,30,31.92%,-0.4335376567,ISOI,N/A,"14:09:42 ET"
WDC,747.845,Put,480,2026-07-17T16:30:00-05:00,29,"4.80 x 127","6.40 x 8",5.74,75,mid,43000,133,208,107.42%,-0.0521411434,MLAT,N/A,"13:20:26 ET"
WDC,745.055,Call,740,2026-06-18T16:30:00-05:00,0,"5.00 x 26","10.95 x 19",8.44,50,mid,42200,640,622,32.31%,0.66265939835077,MLET,N/A,"15:14:58 ET"
WDC,768.65,Call,780,2026-06-18T16:30:00-05:00,0,"4.50 x 2","5.70 x 7",5.18,80,mid,41400,1433,1212,60.53%,0.32731228790595,MLET,N/A,"11:39:25 ET"
WDC,745.055,Call,740,2026-06-18T16:30:00-05:00,0,"5.00 x 26","8.10 x 1",8.21,50,ask,41000,640,622,32.31%,0.66265939835077,MLET,N/A,"15:14:58 ET"
WDC,783.095,Call,800,2026-06-18T16:30:00-05:00,0,"5.55 x 1","8.30 x 1",7.78,50,mid,38900,909,1916,91.01%,0.33503760247276,SLAN,N/A,"09:30:17 ET"
WDC,790.08,Put,580,2026-07-10T16:30:00-05:00,22,"7.75 x 22","11.75 x 85",9.92,39,mid,38600,56,64,105.50%,-0.0916589442,MLET,N/A,"10:24:26 ET"
WDC,771.9,Call,780,2026-06-18T16:30:00-05:00,0,"7.50 x 2","9.00 x 3",8.5,45,mid,38200,717,1212,73.41%,0.40047389672512,SLFT,N/A,"10:32:16 ET"
WDC,745.68,Call,740,2026-06-18T16:30:00-05:00,0,"7.00 x 45","11.80 x 65",9.53,40,mid,38100,488,622,35.21%,0.66728503858885,SLAN,N/A,"15:01:17 ET"
