Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time,"Exp Type"
NOK,14.045,Call,15,2027-06-17T16:30:00-05:00,366,"4.10 x 2","4.10 x 264",4.1,264,ask,108200,581,22559,78.86%,0.63079352815282,AUTO,N/A,"10:31:44 ET",M
NOK,13.805,Call,8.5,2026-06-18T16:30:00-05:00,2,"5.25 x 55","5.60 x 367",5.4,200,mid,108000,440,6,453.09%,0.94670632634734,MLAT,N/A,"13:08:07 ET",M
NOK,14.3768,Call,30,2027-01-15T16:30:00-06:00,213,"1.03 x 1000","1.05 x 2",1.03,1000,bid,103000,2686,95821,89.83%,0.23940736083443,AUTO,N/A,"10:12:28 ET",M
NOK,14.165,Call,30,2027-01-15T16:30:00-06:00,213,"0.98 x 6","1.04 x 524",1.02,1000,mid,102000,3747,95821,90.14%,0.23419435285563,SLAN,N/A,"10:17:33 ET",M
NOK,14.6,Call,30,2027-06-17T16:30:00-05:00,366,"2.06 x 492","2.21 x 606",2.06,492,bid,101300,672,5652,87.97%,0.36254455513267,AUTO,N/A,"09:59:04 ET",M
NOK,13.95,Call,14,2026-10-16T16:30:00-05:00,122,"2.50 x 57","2.60 x 521",2.53,400,mid,101100,1463,8170,78.86%,0.5931670481181,SLAN,N/A,"11:26:48 ET",M
NOK,14.37,Call,13,2026-12-18T16:30:00-06:00,185,"3.90 x 10","3.90 x 250",3.9,250,ask,97500,250,4528,81.55%,0.6842351311459,AUTO,N/A,"09:37:28 ET",M
NOK,13.94,Call,20,2027-01-15T16:30:00-06:00,213,"1.91 x 500","1.92 x 6",1.91,498,bid,95100,6965,117632,83.71%,0.4112749267072,AUTO,N/A,"11:22:45 ET",M
NOK,14.52,Call,18,2026-09-18T16:30:00-05:00,94,"1.35 x 509","1.40 x 402",1.4,673,ask,94200,1287,31483,85.00%,0.39431469057982,AUTO,N/A,"09:46:59 ET",M
NOK,13.82,Call,15,2026-09-18T16:30:00-05:00,94,"1.82 x 2","1.84 x 1253",1.84,471,ask,86600,3025,58484,81.02%,0.50817287579428,AUTO,N/A,"13:11:22 ET",M
NOK,14.135,Call,15,2027-01-15T16:30:00-06:00,213,"3.05 x 365","3.10 x 275",3.1,275,ask,85200,1474,57841,78.77%,0.58791884098959,AUTO,N/A,"10:37:16 ET",M
NOK,13.975,Call,15,2026-09-18T16:30:00-05:00,94,"1.93 x 438","1.94 x 50",1.93,438,bid,84500,4079,58484,81.55%,0.51995364843513,AUTO,N/A,"15:59:27 ET",M
NOK,13.875,Call,18,2026-09-18T16:30:00-05:00,94,"1.09 x 73","1.13 x 830",1.12,750,mid,84000,10493,31483,83.35%,0.34849468080013,MLET,N/A,"13:55:58 ET",M
NOK,14.3768,Call,20,2027-12-17T16:30:00-06:00,549,"4.15 x 200","4.30 x 910",4.15,200,bid,83000,260,6349,80.13%,0.57217069121282,AUTO,N/A,"10:08:45 ET",M
NOK,13.8899,Call,15,2027-06-17T16:30:00-05:00,366,"4.00 x 11","4.10 x 662",4,200,bid,80000,1409,22559,79.79%,0.62744696898826,SLFT,N/A,"11:41:26 ET",M
NOK,13.94,Put,17,2026-07-17T16:30:00-05:00,31,"3.35 x 104","3.45 x 586",3.44,212,mid,72900,10007,10509,78.02%,-0.7753568319,AUTO,N/A,"11:22:27 ET",M
NOK,13.96,Call,12,2026-12-18T16:30:00-06:00,185,"4.00 x 84","4.05 x 111",4.05,180,ask,72900,180,7726,79.06%,0.71444893285559,AUTO,N/A,"10:52:47 ET",M
NOK,13.951,Put,16,2026-07-17T16:30:00-05:00,31,"2.55 x 235","2.67 x 951",2.65,267,mid,70700,10181,12345,79.58%,-0.6805293285,AUTO,N/A,"11:30:06 ET",M
NOK,13.95,Call,17,2027-06-17T16:30:00-05:00,366,"3.50 x 16","3.60 x 649",3.51,200,mid,70200,423,7060,79.95%,0.57023154523354,SLAN,N/A,"11:26:48 ET",M
NOK,14.165,Put,13,2026-12-18T16:30:00-06:00,185,"2.31 x 296","2.32 x 91",2.31,296,bid,68300,1444,12045,77.84%,-0.3248156642,AUTO,N/A,"10:17:17 ET",M
NOK,14.44,Call,18,2026-09-18T16:30:00-05:00,94,"1.34 x 1500","1.41 x 250",1.34,500,bid,67000,586,31483,85.40%,0.39068243043111,AUTO,N/A,"09:43:25 ET",M
NOK,14.65,Call,20,2027-06-17T16:30:00-05:00,366,"3.35 x 14","3.35 x 200",3.35,200,ask,67000,337,22595,83.51%,0.52797016679263,AUTO,N/A,"09:53:25 ET",M
NOK,14.01,Call,14,2026-06-18T16:30:00-05:00,2,"0.40 x 81","0.42 x 49",0.43,1547,ask,66500,5456,75419,98.91%,0.51927452663629,SLAN,N/A,"11:09:22 ET",M
NOK,13.8607,Call,15,2026-10-16T16:30:00-05:00,122,"2.11 x 528","2.19 x 650",2.18,300,mid,65400,1696,20236,80.05%,0.53050361421585,SLAN,N/A,"12:18:52 ET",M
NOK,13.89,Call,13,2026-07-17T16:30:00-05:00,31,"1.72 x 2136","1.73 x 374",1.73,374,ask,64700,2710,12856,76.72%,0.661753467376,AUTO,N/A,"12:06:07 ET",M
NOK,14.45,Call,20,2027-01-15T16:30:00-06:00,213,"2.15 x 300","2.15 x 146",2.15,300,ask,64500,2012,117632,83.21%,0.43149301576013,AUTO,N/A,"10:05:30 ET",M
NOK,13.83,Call,12,2026-06-18T16:30:00-05:00,2,"1.92 x 92","2.02 x 417",1.92,333,bid,63900,580,26687,171.71%,0.88124987883753,MESL,N/A,"12:28:50 ET",M
NOK,14.21,Call,20,2027-06-17T16:30:00-05:00,366,"3.00 x 672","3.15 x 1150",3.06,200,mid,61200,769,22595,81.84%,0.50699384980507,SLAN,N/A,"10:14:37 ET",M
NOK,13.95,Call,18,2026-08-21T16:30:00-05:00,66,"0.80 x 1941","0.86 x 269",0.8,754,bid,60300,1510,20329,85.50%,0.30612399469947,AUTO,N/A,"11:26:49 ET",M
NOK,14.3768,Call,18,2026-09-18T16:30:00-05:00,94,"1.31 x 450","1.31 x 10",1.31,450,ask,58900,1772,31483,83.05%,0.3791057468913,AUTO,N/A,"10:11:11 ET",M
NOK,13.94,Call,20,2027-01-15T16:30:00-06:00,213,"1.89 x 11","1.92 x 191",1.92,297,ask,57000,6965,117632,83.71%,0.4112749267072,AUTO,N/A,"11:23:29 ET",M
NOK,13.935,Call,20,2026-08-21T16:30:00-05:00,66,"0.56 x 465","0.60 x 94",0.57,1000,mid,57000,2608,25133,88.78%,0.22473782654711,SLAN,N/A,"11:53:52 ET",M
NOK,13.9268,Call,15,2027-01-15T16:30:00-06:00,213,"3.00 x 16","3.05 x 157",3,190,bid,57000,1959,57841,79.91%,0.58048333010406,SLAN,N/A,"10:59:37 ET",M
NOK,14.091,Call,15,2026-09-18T16:30:00-05:00,94,"1.90 x 11890","1.91 x 39",1.9,300,bid,57000,1120,58484,79.59%,0.52461811193889,AUTO,N/A,"10:33:36 ET",M
NOK,13.8607,Call,15,2026-10-16T16:30:00-05:00,122,"2.11 x 552","2.19 x 572",2.19,255,ask,55800,1696,20236,80.05%,0.53050361421585,SLAN,N/A,"12:20:21 ET",M
NOK,14.0482,Call,15,2026-07-17T16:30:00-05:00,31,"0.88 x 205","0.94 x 522",0.92,594,mid,54600,13947,82619,80.23%,0.43874427476948,SLAN,N/A,"14:42:04 ET",M
NOK,13.95,Call,14,2026-09-18T16:30:00-05:00,94,"2.21 x 58","2.29 x 514",2.26,240,mid,54200,1767,18297,78.21%,0.58077464609439,AUTO,N/A,"11:26:47 ET",M
NOK,13.95,Call,14,2026-09-18T16:30:00-05:00,94,"2.23 x 1","2.29 x 514",2.26,240,mid,54200,1767,18297,78.21%,0.58077464609439,AUTO,N/A,"11:26:16 ET",M
NOK,14,Call,15,2026-07-17T16:30:00-05:00,31,"0.90 x 109","0.91 x 5",0.9,600,bid,54000,14929,82619,79.98%,0.43246426742935,SLAN,N/A,"15:39:32 ET",M
NOK,13.951,Put,16,2026-07-17T16:30:00-05:00,31,"2.65 x 267","2.67 x 456",2.65,200,bid,53000,10181,12345,79.58%,-0.6805293285,AUTO,N/A,"11:30:03 ET",M
NOK,14.6,Put,13,2026-12-18T16:30:00-06:00,185,"2.20 x 200","2.24 x 503",2.2,226,bid,49700,1043,12045,78.46%,-0.305179474,AUTO,N/A,"09:55:15 ET",M
NOK,14.165,Call,15,2026-07-17T16:30:00-05:00,31,"0.96 x 53","0.97 x 33",0.97,500,ask,48500,4241,82619,77.65%,0.44817675122576,SLAN,N/A,"10:17:34 ET",M
NOK,13.8,Call,18,2026-09-18T16:30:00-05:00,94,"1.06 x 156","1.11 x 194",1.09,444,mid,48300,8276,31483,83.00%,0.34248879091502,SLAN,N/A,"13:26:50 ET",M
NOK,13.8,Call,18,2026-09-18T16:30:00-05:00,94,"1.05 x 298","1.11 x 181",1.06,444,mid,47000,8276,31483,83.00%,0.34248879091502,SLAN,N/A,"13:26:47 ET",M
NOK,13.875,Call,18,2026-09-18T16:30:00-05:00,94,"1.11 x 75","1.13 x 74",1.11,424,bid,47000,10493,31483,83.35%,0.34849468080013,MLET,N/A,"13:55:57 ET",M
NOK,14.65,Call,20,2026-09-18T16:30:00-05:00,94,"1.05 x 492","1.11 x 130",1.08,431,mid,46500,812,48070,87.78%,0.32205684426892,AUTO,N/A,"09:53:36 ET",M
NOK,14.6,Put,13,2026-12-18T16:30:00-06:00,185,"2.17 x 492","2.24 x 504",2.2,200,mid,44000,1043,12045,78.46%,-0.305179474,AUTO,N/A,"09:55:19 ET",M
NOK,14.6,Put,13,2026-12-18T16:30:00-06:00,185,"2.20 x 200","2.24 x 503",2.2,200,bid,44000,1043,12045,78.46%,-0.305179474,AUTO,N/A,"09:55:17 ET",M
NOK,14.6,Put,13,2026-12-18T16:30:00-06:00,185,"2.20 x 200","2.24 x 503",2.2,200,bid,44000,1043,12045,78.46%,-0.305179474,AUTO,N/A,"09:55:18 ET",M
NOK,14.6,Put,13,2026-12-18T16:30:00-06:00,185,"2.20 x 200","2.24 x 504",2.2,200,bid,44000,1043,12045,78.46%,-0.305179474,AUTO,N/A,"09:55:18 ET",M
NOK,14.04,Call,14,2026-06-18T16:30:00-05:00,2,"0.32 x 136","0.33 x 260",0.33,1260,ask,41500,16105,75419,92.68%,0.5310871720042,AUTO,N/A,"14:30:03 ET",M
NOK,14.37,Call,16,2026-09-18T16:30:00-05:00,94,"1.85 x 31","1.89 x 12",1.87,222,mid,41500,400,31517,83.81%,0.48967095543034,SLAN,N/A,"09:35:10 ET",M
NOK,13.89,Call,18,2026-12-18T16:30:00-06:00,185,"2.00 x 146","2.07 x 236",2.05,200,mid,40900,233,6800,82.88%,0.45026757816138,SLAN,N/A,"12:05:03 ET",M
NOK,14.045,Call,20,2026-09-18T16:30:00-05:00,94,"0.85 x 11","0.90 x 165",0.88,454,mid,39900,2330,48070,85.72%,0.2807175328132,AUTO,N/A,"10:47:05 ET",M
NOK,14.01,Call,20,2027-01-15T16:30:00-06:00,213,"1.90 x 5","1.93 x 13",1.93,200,ask,38600,4973,117632,83.01%,0.41156821998548,SLAN,N/A,"11:11:44 ET",M
NOK,14.37,Call,16,2026-07-17T16:30:00-05:00,31,"0.75 x 126","0.77 x 496",0.77,496,ask,38100,970,36900,82.80%,0.37619695564327,AUTO,N/A,"09:36:06 ET",M
NOK,13.825,Call,15,2026-07-17T16:30:00-05:00,31,"0.83 x 44","0.85 x 89",0.83,452,bid,37500,9410,82619,79.59%,0.41047325285374,AUTO,N/A,"12:35:26 ET",M
NOK,14.0482,Call,21,2026-09-18T16:30:00-05:00,94,"0.68 x 749","0.75 x 738",0.75,500,ask,37500,769,46469,85.50%,0.24352107335711,AUTO,N/A,"14:40:59 ET",M
NOK,14.4775,Call,15,2026-08-21T16:30:00-05:00,66,"1.90 x 5","1.93 x 126",1.93,193,ask,37200,497,36445,84.20%,0.53671114673723,AUTO,N/A,"09:32:02 ET",M
NOK,14.11,Call,15,2026-08-21T16:30:00-05:00,66,"1.61 x 1","1.62 x 225",1.62,225,ask,36400,1895,36445,81.57%,0.50386187019824,AUTO,N/A,"10:24:22 ET",M
NOK,13.805,Call,20,2027-01-15T16:30:00-06:00,213,"1.81 x 22","1.83 x 15",1.81,200,bid,36200,10730,117632,82.73%,0.40138966345421,AUTO,N/A,"13:17:58 ET",M
NOK,13.875,Call,18,2026-09-18T16:30:00-05:00,94,"1.11 x 75","1.13 x 73",1.13,320,ask,36100,10493,31483,83.35%,0.34849468080013,MLET,N/A,"13:55:57 ET",M
NOK,13.875,Call,25,2026-09-18T16:30:00-05:00,94,"0.41 x 30","0.42 x 150",0.41,860,bid,35200,3044,26392,91.52%,0.15343785241234,MLET,N/A,"13:55:57 ET",M
NOK,14.12,Call,17,2026-10-16T16:30:00-05:00,122,"1.71 x 8","1.76 x 231",1.75,200,mid,35000,274,10722,81.90%,0.44468315630425,SLAN,N/A,"10:42:47 ET",M
NOK,14.6,Call,13,2026-06-18T16:30:00-05:00,2,"1.70 x 14","1.71 x 200",1.71,200,ask,34200,445,16654,132.50%,0.89137711944516,AUTO,N/A,"09:55:57 ET",M
NOK,14.6,Call,13,2026-06-18T16:30:00-05:00,2,"1.67 x 10","1.68 x 200",1.68,200,ask,33600,445,16654,132.50%,0.89137711944516,AUTO,N/A,"09:57:05 ET",M
NOK,14.01,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.22 x 1243","0.23 x 47",0.23,1440,ask,33100,6949,6832,99.72%,0.33471527106417,AUTO,N/A,"11:09:58 ET",M
NOK,14.1302,Put,14,2026-06-26T16:30:00-05:00,10,"0.65 x 1476","0.65 x 212",0.65,500,ask,32500,735,19993,78.44%,-0.4438892855,AUTO,N/A,"10:27:44 ET",W
NOK,13.975,Call,15,2026-08-21T16:30:00-05:00,66,"1.56 x 33","1.61 x 417",1.6,200,mid,32000,4741,36445,84.00%,0.49702700307409,AUTO,N/A,"15:59:06 ET",M
NOK,13.875,Call,15,2026-06-26T16:30:00-05:00,10,"0.31 x 370","0.33 x 10",0.32,1000,mid,32000,8682,12569,79.93%,0.30230494528225,AUTO,N/A,"13:52:59 ET",W
NOK,13.865,Call,14,2026-06-18T16:30:00-05:00,2,"0.33 x 281","0.33 x 959",0.33,959,ask,31600,9817,75419,96.75%,0.46116856283229,AUTO,N/A,"11:47:21 ET",M
NOK,13.875,Call,25,2026-09-18T16:30:00-05:00,94,"0.41 x 723","0.44 x 127",0.42,750,mid,31500,3044,26392,91.52%,0.15343785241234,MLET,N/A,"13:55:58 ET",M
NOK,13.875,Call,25,2026-09-18T16:30:00-05:00,94,"0.41 x 723","0.44 x 127",0.41,750,bid,30700,3044,26392,91.52%,0.15343785241234,MLET,N/A,"13:55:58 ET",M
NOK,13.875,Call,15,2026-07-17T16:30:00-05:00,31,"0.86 x 351","0.87 x 2",0.86,351,bid,30100,10789,82619,79.23%,0.41575469117766,AUTO,N/A,"13:54:58 ET",M
NOK,14.65,Put,14.5,2026-06-18T16:30:00-05:00,2,"0.39 x 1","0.40 x 724",0.4,724,ask,28900,1643,25747,95.65%,-0.4275469109,AUTO,N/A,"09:49:42 ET",M
NOK,14.01,Call,14.5,2026-06-18T16:30:00-05:00,2,"0.23 x 1250","0.24 x 37",0.23,1250,bid,28700,6949,6832,99.72%,0.33471527106417,AUTO,N/A,"11:10:17 ET",M
NOK,13.8607,Call,15,2026-08-21T16:30:00-05:00,66,"1.50 x 64","1.55 x 510",1.53,187,mid,28600,3373,36445,83.20%,0.48638971590556,SLAN,N/A,"12:20:06 ET",M
NOK,13.985,Call,17,2026-09-18T16:30:00-05:00,94,"1.38 x 1","1.41 x 16",1.39,200,mid,27800,1075,7192,83.85%,0.40834140980011,SLAN,N/A,"15:50:51 ET",M
NOK,13.865,Call,14,2026-06-18T16:30:00-05:00,2,"0.33 x 43","0.34 x 973",0.33,841,bid,27700,9817,75419,96.75%,0.46116856283229,ISOI,N/A,"11:47:21 ET",M
NOK,13.985,Call,17,2026-09-18T16:30:00-05:00,94,"1.38 x 1","1.41 x 34",1.4,192,mid,26800,1075,7192,83.85%,0.40834140980011,AUTO,N/A,"15:51:27 ET",M
NOK,13.875,Call,25,2026-09-18T16:30:00-05:00,94,"0.41 x 125","0.42 x 150",0.42,640,ask,26800,3044,26392,91.52%,0.15343785241234,MLET,N/A,"13:55:57 ET",M
NOK,13.8999,Call,14,2026-06-18T16:30:00-05:00,2,"0.35 x 227","0.36 x 11",0.36,736,ask,26400,11531,75419,97.65%,0.47561828645874,AUTO,N/A,"12:23:30 ET",M
NOK,13.9,Put,15,2026-06-18T16:30:00-05:00,2,"1.17 x 125","1.23 x 230",1.17,221,bid,25800,870,13045,98.94%,-0.84199496,AUTO,N/A,"11:49:58 ET",M
NOK,13.975,Call,14,2026-07-17T16:30:00-05:00,31,"1.24 x 188","1.26 x 200",1.26,200,ask,25200,3227,31637,78.16%,0.54595471254636,AUTO,N/A,"15:59:57 ET",M
NOK,14.005,Call,18,2026-09-18T16:30:00-05:00,94,"1.16 x 39","1.22 x 525",1.2,205,mid,24600,10946,31483,84.82%,0.36182720299272,MLET,N/A,"15:32:33 ET",M
NOK,14.12,Call,14.5,2026-06-26T16:30:00-05:00,10,"0.56 x 440","0.62 x 504",0.61,400,mid,24400,1348,2495,80.58%,0.44941888840577,SLAN,N/A,"10:43:37 ET",W
NOK,14.01,Call,15,2026-07-17T16:30:00-05:00,31,"0.85 x 100","0.88 x 73",0.88,269,ask,23600,7409,82619,78.15%,0.43002365490628,AUTO,N/A,"11:08:46 ET",M
NOK,13.94,Call,18,2026-09-18T16:30:00-05:00,94,"1.17 x 200","1.17 x 282",1.17,200,ask,23400,2160,31483,84.00%,0.35490961434602,AUTO,N/A,"11:22:19 ET",M
NOK,14.005,Put,12,2026-09-18T16:30:00-05:00,94,"1.09 x 223","1.16 x 541",1.12,205,mid,22900,364,11237,76.75%,-0.2716111832,MLET,N/A,"15:32:33 ET",M
